SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-1230465 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1230594 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1230650 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1232119 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1235582 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1235667 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1235891 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1236611 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1236669 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1237577 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1237858 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1238011 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1238095 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1238484 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1238526 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1238921 0.00050005 -3.3008 0.8534 -5e-04 0.004759 balancing
1-1241543 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1242112 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1242868 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1243390 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1245169 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1245641 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1245986 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1246375 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1246494 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1248270 0.00030003 -3.5227 0.9776 -4e-04 0.00476 balancing
1-1248947 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1249779 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1250273 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1251115 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1252059 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1252319 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1252735 0.00010001 -3.9999 0.9969 -3e-04 0.00476 balancing
1-1253609 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1257468 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1257496 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1258330 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1258794 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1258826 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1258973 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1259657 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1264759 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1264916 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1265599 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1265896 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1265997 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1266272 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1266276 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1266790 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1267145 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1267403 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1267675 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1267976 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1269172 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1269296 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1271786 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1272250 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1272331 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1273165 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1274849 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1276414 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1276977 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1277010 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1277809 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1278714 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1280487 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1280533 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1280763 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1281541 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1282106 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1282671 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1283234 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1283286 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1283769 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1284055 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1284740 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1285858 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1286932 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1287785 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1287836 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1288567 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1288723 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1288741 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1289647 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1290546 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1291451 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1291563 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1294703 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1294887 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1295449 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1296652 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1298764 0.00050005 -3.3008 0.8534 -2e-04 0.00476 balancing
1-1300171 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1301418 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1302961 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1303019 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1304124 0.00040004 -3.3977 0.9304 -6e-04 0.004759 balancing
1-1307785 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1308485 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1309086 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1309380 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1309461 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1309726 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1310605 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1310790 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1310824 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1312260 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1312287 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1313082 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1313279 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1313877 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1313939 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1314407 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1315776 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1318613 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1319187 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1319335 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1319746 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1319756 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1320059 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1321141 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1321304 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1321575 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1321704 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1322165 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1323594 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1324858 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1326660 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1330270 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1330277 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1330956 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1330995 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1331112 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1332118 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1332925 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1333569 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1334025 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1337574 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1338113 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1338915 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1340315 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1340435 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1341022 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1341700 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1342146 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1342449 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1342883 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1343230 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1343528 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1345541 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1345823 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1346102 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1346715 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1347723 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1348683 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1349656 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1350082 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1350438 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1350700 0.00050005 -3.3008 0.8534 -4e-04 0.004759 balancing
1-1351854 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1352555 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1352627 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1352950 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1354082 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1354680 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1355169 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1357254 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1357320 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1357331 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1357712 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1358091 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1358493 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1360032 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1361483 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1361582 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1361829 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1362261 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1362298 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1362390 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1363754 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1366016 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1367143 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1367428 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1367609 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-1368645 0.00050005 -3.3008 0.8534 -5e-04 0.004759 balancing
1-1370597 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1370765 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1371130 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1371438 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1371447 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1371879 0.00050005 -3.3008 0.8534 -1e-04 0.004761 balancing
1-1371888 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-1372154 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1372177 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1372219 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1372920 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1373068 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1373483 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1374050 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1374179 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1374436 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1375020 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1375381 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1375432 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1376301 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1376757 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1378555 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1379659 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1379690 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1381092 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1381386 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1382569 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1384255 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1384405 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1384774 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1384783 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1384787 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1386030 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-1386217 0.00040004 -3.3977 0.9304 -1e-04 0.004761 balancing
1-1386574 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1386829 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1387252 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1387461 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1387468 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1387471 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1387483 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1388237 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1388647 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1389455 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1389763 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1390418 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1390870 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1391812 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1393003 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1393935 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1393993 0.00040004 -3.3977 0.9304 -1e-04 0.00476 balancing
1-1394411 0.00040004 -3.3977 0.9304 -1e-04 0.004761 balancing
1-1394621 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1395576 0.00020002 -3.6988 0.9926 -1e-04 0.004762 balancing
1-1396654 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1397477 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1398055 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1398056 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1398077 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1399167 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1399783 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1401120 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1401168 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1401180 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1401274 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1403956 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1404347 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1404427 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1405881 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1406630 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1406645 0.00040004 -3.3977 0.9304 -4e-04 0.00476 balancing
1-1406986 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1409241 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1409321 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1409338 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1411688 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1413783 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1415570 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1418865 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1419246 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1421564 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1422020 0.00040004 -3.3977 0.9304 -1e-04 0.004761 balancing
1-1422492 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1423438 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1424309 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1426314 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1426681 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1427731 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1429317 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1430221 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1430729 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1431188 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1431810 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1432499 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1434369 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1436017 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1436022 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1436608 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1436646 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1436801 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1438781 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1439151 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1439558 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1439572 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1439574 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1440077 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1440115 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1440254 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1440610 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1441074 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1441171 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1441592 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1442565 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1442608 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1442610 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1443599 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1443795 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1444368 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1444532 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1446471 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1447194 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1447341 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1447402 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1447568 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1447615 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1448001 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1450994 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1451156 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1451238 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1451650 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1451740 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1452958 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1453538 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1453552 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1454735 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1454980 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1455896 0.00030003 -3.5227 0.9776 -4e-04 0.00476 balancing
1-1456111 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1457316 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1459180 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1459385 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1460156 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1460456 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1461938 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1462131 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1462546 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1465754 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1465816 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1465908 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1466053 0.00030003 -3.5227 0.9776 -4e-04 0.00476 balancing
1-1466302 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1468207 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1468212 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1470033 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1470101 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1470828 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1471713 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1472451 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1473443 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1475362 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1475838 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1476130 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1479359 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1479412 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1481142 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1481393 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1481748 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1483217 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1483452 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1484318 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1484329 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1485102 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1485171 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1485854 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1485858 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1485875 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1485885 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1485936 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1486104 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1488803 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1489307 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1489529 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
