SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-1451088 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1451251 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1451822 0.00030003 -3.5227 0.9776 1e-04 0.004762 neutral
1-1451924 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1452130 0 -1000 0.9981 0 0.00476 neutral
1-1452485 0 -1000 0.9981 0 0.00476 neutral
1-1452648 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1452915 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1453022 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-1453026 0 -1000 0.9981 0 0.00476 neutral
1-1453042 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1453191 0 -1000 0.9981 0 0.00476 neutral
1-1453253 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1453544 0 -1000 0.9981 0 0.00476 neutral
1-1455045 0 -1000 0.9981 0 0.00476 neutral
1-1455104 0 -1000 0.9981 0 0.00476 neutral
1-1455114 0 -1000 0.9981 0 0.00476 neutral
1-1455390 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1455823 0 -1000 0.9981 0 0.00476 neutral
1-1455841 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1455964 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1455988 0 -1000 0.9981 0 0.00476 neutral
1-1456006 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1456360 0.00010001 -3.9999 0.9969 2e-04 0.004764 neutral
1-1456620 0.00030003 -3.5227 0.9776 1e-04 0.004762 neutral
1-1456863 0 -1000 0.9981 0 0.00476 neutral
1-1456916 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1457000 0 -1000 0.9981 0 0.00476 neutral
1-1457049 0 -1000 0.9981 0 0.00476 neutral
1-1457118 0 -1000 0.9981 0 0.00476 neutral
1-1457203 0 -1000 0.9981 0 0.00476 neutral
1-1457229 0 -1000 0.9981 0 0.00476 neutral
1-1458123 0 -1000 0.9981 0 0.00476 neutral
1-1458818 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1458872 0 -1000 0.9981 0 0.00476 neutral
1-1458898 0 -1000 0.9981 0 0.00476 neutral
1-1459014 0 -1000 0.9981 0 0.00476 neutral
1-1459412 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1459704 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1459833 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-1459868 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1460161 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1460294 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1460336 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1460458 0 -1000 0.9981 0 0.00476 neutral
1-1460823 0.00010001 -3.9999 0.9969 2e-04 0.004763 neutral
1-1460850 0 -1000 0.9981 0 0.00476 neutral
1-1460926 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1461004 0 -1000 0.9981 0 0.00476 neutral
1-1461027 0 -1000 0.9981 0 0.00476 neutral
1-1461159 0 -1000 0.9981 0 0.00476 neutral
1-1461886 0 -1000 0.9981 0 0.00476 neutral
1-1461918 0 -1000 0.9981 0 0.00476 neutral
1-1461986 0 -1000 0.9981 0 0.00476 neutral
1-1461988 0 -1000 0.9981 0 0.00476 neutral
1-1462020 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1462113 0 -1000 0.9981 0 0.00476 neutral
1-1462129 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1462138 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1462240 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1462548 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1463369 0 -1000 0.9981 0 0.00476 neutral
1-1463382 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1463472 0 -1000 0.9981 0 0.00476 neutral
1-1463532 0 -1000 0.9981 0 0.00476 neutral
1-1463609 0 -1000 0.9981 0 0.00476 neutral
1-1463839 0 -1000 0.9981 0 0.00476 neutral
1-1464187 0 -1000 0.9981 0 0.00476 neutral
1-1464203 0 -1000 0.9981 0 0.00476 neutral
1-1464265 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1464299 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1464465 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1464474 0 -1000 0.9981 0 0.00476 neutral
1-1464925 0 -1000 0.9981 0 0.00476 neutral
1-1464927 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1464931 0 -1000 0.9981 0 0.00476 neutral
1-1465250 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1465315 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1466596 0 -1000 0.9981 0 0.00476 neutral
1-1466628 0 -1000 0.9981 0 0.00476 neutral
1-1466927 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-1466968 0 -1000 0.9981 0 0.00476 neutral
1-1467013 0 -1000 0.9981 0 0.00476 neutral
1-1467049 0 -1000 0.9981 0 0.00476 neutral
1-1467066 0.00050005 -3.3008 0.8534 5e-04 0.004768 neutral
1-1467078 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1467658 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1467755 0 -1000 0.9981 0 0.00476 neutral
1-1467981 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1468190 0 -1000 0.9981 0 0.00476 neutral
1-1468545 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-1468954 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1469269 0 -1000 0.9981 0 0.00476 neutral
1-1469443 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1469468 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1469562 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1469642 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1469649 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1469854 0 -1000 0.9981 0 0.00476 neutral
1-1470108 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1470127 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1470210 0 -1000 0.9981 0 0.00476 neutral
1-1470708 0 -1000 0.9981 0 0.00476 neutral
1-1470819 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1470844 0.00030003 -3.5227 0.9776 3e-04 0.004764 neutral
1-1470853 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1471132 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1471529 0 -1000 0.9981 0 0.00476 neutral
1-1471562 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-1471640 0.00040004 -3.3977 0.9304 0 0.004761 neutral
1-1471884 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1471907 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1472121 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1472138 0 -1000 0.9981 0 0.00476 neutral
1-1472426 0 -1000 0.9981 0 0.00476 neutral
1-1472438 0 -1000 0.9981 0 0.00476 neutral
1-1473053 0 -1000 0.9981 0 0.00476 neutral
1-1473185 0 -1000 0.9981 0 0.00476 neutral
1-1473450 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1473458 0 -1000 0.9981 0 0.00476 neutral
1-1473478 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1474317 0 -1000 0.9981 0 0.00476 neutral
1-1474940 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1474949 0 -1000 0.9981 0 0.00476 neutral
1-1474950 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1475191 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1475416 0 -1000 0.9981 0 0.00476 neutral
1-1475795 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1475869 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1475893 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1476084 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1476154 0 -1000 0.9981 0 0.00476 neutral
1-1476734 0 -1000 0.9981 0 0.00476 neutral
1-1476760 0 -1000 0.9981 0 0.00476 neutral
1-1476765 0 -1000 0.9981 0 0.00476 neutral
1-1476925 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1477025 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-1477088 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1477123 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1477235 0.00030003 -3.5227 0.9776 1e-04 0.004762 neutral
1-1477392 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1477564 0 -1000 0.9981 0 0.00476 neutral
1-1477614 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-1478996 0 -1000 0.9981 0 0.00476 neutral
1-1479221 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1479235 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1479552 0 -1000 0.9981 0 0.00476 neutral
1-1480608 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1480645 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1480676 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1480812 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1481150 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1481941 0 -1000 0.9981 0 0.00476 neutral
1-1482005 0 -1000 0.9981 0 0.00476 neutral
1-1482013 0 -1000 0.9981 0 0.00476 neutral
1-1482121 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1482488 0 -1000 0.9981 0 0.00476 neutral
1-1482566 0 -1000 0.9981 0 0.00476 neutral
1-1482590 0 -1000 0.9981 0 0.00476 neutral
1-1482762 0 -1000 0.9981 0 0.00476 neutral
1-1482813 0 -1000 0.9981 0 0.00476 neutral
1-1482832 0 -1000 0.9981 0 0.00476 neutral
1-1483019 0 -1000 0.9981 0 0.00476 neutral
1-1483041 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1483066 0 -1000 0.9981 0 0.00476 neutral
1-1483306 0 -1000 0.9981 0 0.00476 neutral
1-1483307 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1483346 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1483696 0 -1000 0.9981 0 0.00476 neutral
1-1483703 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1483879 0 -1000 0.9981 0 0.00476 neutral
1-1483900 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1483906 0 -1000 0.9981 0 0.00476 neutral
1-1483916 0.00010001 -3.9999 0.9969 2e-04 0.004763 neutral
1-1484030 0 -1000 0.9981 0 0.00476 neutral
1-1484046 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1484053 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1484066 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1484069 0 -1000 0.9981 0 0.00476 neutral
1-1484275 0.0038004 -2.4185 0.2706 0.0075 0.004885 neutral
1-1484386 0 -1000 0.9981 0 0.00476 neutral
1-1484442 0 -1000 0.9981 0 0.00476 neutral
1-1484456 0 -1000 0.9981 0 0.00476 neutral
1-1484831 0 -1000 0.9981 0 0.00476 neutral
1-1485024 0 -1000 0.9981 0 0.00476 neutral
1-1485921 0 -1000 0.9981 0 0.00476 neutral
1-1485965 0 -1000 0.9981 0 0.00476 neutral
1-1486026 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1486041 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1486074 0 -1000 0.9981 0 0.00476 neutral
1-1486291 0 -1000 0.9981 0 0.00476 neutral
1-1486419 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1486616 0 -1000 0.9981 0 0.00476 neutral
1-1486688 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1486695 0 -1000 0.9981 0 0.00476 neutral
1-1486700 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1487203 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1487545 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1487604 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1488371 0 -1000 0.9981 0 0.00476 neutral
1-1488502 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1488976 0 -1000 0.9981 0 0.00476 neutral
1-1489058 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1489309 0 -1000 0.9981 0 0.00476 neutral
1-1489491 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1489572 0 -1000 0.9981 0 0.00476 neutral
1-1489837 0.0041004 -2.3854 0.2252 0.0073 0.004861 neutral
1-1490068 0 -1000 0.9981 0 0.00476 neutral
1-1490379 0 -1000 0.9981 0 0.00476 neutral
1-1490427 0 -1000 0.9981 0 0.00476 neutral
1-1490452 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1490467 0.00010001 -3.9999 0.9969 2e-04 0.004765 neutral
1-1490808 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1490815 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1490834 0 -1000 0.9981 0 0.00476 neutral
1-1490960 0 -1000 0.9981 0 0.00476 neutral
1-1491006 0.00050005 -3.3008 0.8534 5e-04 0.004767 neutral
1-1491020 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1491026 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1491129 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1491168 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1491785 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-1491787 0 -1000 0.9981 0 0.00476 neutral
1-1491865 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1492524 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1492546 0 -1000 0.9981 0 0.00476 neutral
1-1492690 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1493279 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1493338 0 -1000 0.9981 0 0.00476 neutral
1-1493416 0 -1000 0.9981 0 0.00476 neutral
1-1493437 0 -1000 0.9981 0 0.00476 neutral
1-1493741 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1493789 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1494085 0 -1000 0.9981 0 0.00476 neutral
1-1494954 0 -1000 0.9981 0 0.00476 neutral
1-1495116 0 -1000 0.9981 0 0.00476 neutral
1-1495471 0 -1000 0.9981 0 0.00476 neutral
1-1495593 0 -1000 0.9981 0 0.00476 neutral
1-1495637 0 -1000 0.9981 0 0.00476 neutral
1-1495736 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1496304 0 -1000 0.9981 0 0.00476 neutral
1-1496324 0 -1000 0.9981 0 0.00476 neutral
1-1496334 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1496337 0 -1000 0.9981 0 0.00476 neutral
1-1496496 0 -1000 0.9981 0 0.00476 neutral
1-1496516 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-1497031 0 -1000 0.9981 0 0.00476 neutral
1-1497059 0 -1000 0.9981 0 0.00476 neutral
1-1497291 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1497294 0 -1000 0.9981 0 0.00476 neutral
1-1498152 0 -1000 0.9981 0 0.00476 neutral
1-1498539 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-1498569 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1498570 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1498625 0 -1000 0.9981 0 0.00476 neutral
1-1498707 0 -1000 0.9981 0 0.00476 neutral
1-1498768 0 -1000 0.9981 0 0.00476 neutral
1-1498793 0 -1000 0.9981 0 0.00476 neutral
1-1499069 0 -1000 0.9981 0 0.00476 neutral
1-1499129 0 -1000 0.9981 0 0.00476 neutral
1-1499210 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1499218 0 -1000 0.9981 0 0.00476 neutral
1-1499489 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1499785 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1499915 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-1500378 0 -1000 0.9981 0 0.00476 neutral
1-1500419 0 -1000 0.9981 0 0.00476 neutral
1-1500639 0.00010001 -3.9999 0.9969 2e-04 0.004763 neutral
1-1500818 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1501497 0 -1000 0.9981 0 0.00476 neutral
1-1501642 0 -1000 0.9981 0 0.00476 neutral
1-1501733 0 -1000 0.9981 0 0.00476 neutral
1-1501764 0 -1000 0.9981 0 0.00476 neutral
1-1502162 0.00030003 -3.5227 0.9776 2e-04 0.004763 neutral
1-1502425 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1503242 0 -1000 0.9981 0 0.00476 neutral
1-1503297 0 -1000 0.9981 0 0.00476 neutral
1-1503346 0 -1000 0.9981 0 0.00476 neutral
1-1503466 0 -1000 0.9981 0 0.00476 neutral
1-1503675 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1503793 0 -1000 0.9981 0 0.00476 neutral
1-1504032 0 -1000 0.9981 0 0.00476 neutral
1-1504221 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1504564 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-1504617 0 -1000 0.9981 0 0.00476 neutral
1-1504620 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1505246 0 -1000 0.9981 0 0.00476 neutral
1-1505446 0 -1000 0.9981 0 0.00476 neutral
1-1505626 0 -1000 0.9981 0 0.00476 neutral
1-1505680 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-1505778 0 -1000 0.9981 0 0.00476 neutral
1-1506470 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1507015 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1507249 0 -1000 0.9981 0 0.00476 neutral
1-1507419 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1508597 0 -1000 0.9981 0 0.00476 neutral
1-1508830 0 -1000 0.9981 0 0.00476 neutral
1-1508985 0 -1000 0.9981 0 0.00476 neutral
1-1509350 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1509466 0 -1000 0.9981 0 0.00476 neutral
1-1509706 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-1509867 0 -1000 0.9981 0 0.00476 neutral
1-1509909 0 -1000 0.9981 0 0.00476 neutral
1-1510069 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1510517 0 -1000 0.9981 0 0.00476 neutral
1-1510710 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1511091 0 -1000 0.9981 0 0.00476 neutral
1-1511138 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1511139 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1511146 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1511177 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1511367 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1511368 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1511495 0.049405 -1.2842 0.1457 0.1073 0.006663 neutral
1-1511499 0.056706 -1.221 0.117 0.1222 0.006894 neutral
1-1512053 0 -1000 0.9981 0 0.00476 neutral
1-1512058 0 -1000 0.9981 0 0.00476 neutral
1-1512119 0 -1000 0.9981 0 0.00476 neutral
1-1512169 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1512654 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1512835 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1512897 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1512954 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1513122 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1513170 0 -1000 0.9981 0 0.00476 neutral
1-1513171 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1513230 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1513562 0 -1000 0.9981 0 0.00476 neutral
1-1513769 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1514029 0 -1000 0.9981 0 0.00476 neutral
1-1514281 0 -1000 0.9981 0 0.00476 neutral
1-1514285 0 -1000 0.9981 0 0.00476 neutral
1-1514472 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1514494 0.00060006 -3.2215 0.7696 5e-04 0.004767 neutral
1-1514512 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-1514734 0 -1000 0.9981 0 0.00476 neutral
1-1514741 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1514757 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1514970 0 -1000 0.9981 0 0.00476 neutral
1-1515491 0 -1000 0.9981 0 0.00476 neutral
1-1516270 0 -1000 0.9981 0 0.00476 neutral
1-1516271 0 -1000 0.9981 0 0.00476 neutral
1-1516313 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1516356 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1516363 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1516375 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1516611 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1516638 0 -1000 0.9981 0 0.00476 neutral
1-1517239 0.00010001 -3.9999 0.9969 2e-04 0.004765 neutral
1-1517539 0 -1000 0.9981 0 0.00476 neutral
1-1517667 0 -1000 0.9981 0 0.00476 neutral
1-1517839 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1518096 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1518121 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1518518 0 -1000 0.9981 0 0.00476 neutral
1-1519191 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1519903 0 -1000 0.9981 0 0.00476 neutral
1-1520352 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1520664 0 -1000 0.9981 0 0.00476 neutral
1-1520667 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1520686 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1521824 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1521860 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1521872 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1522153 0 -1000 0.9981 0 0.00476 neutral
1-1522255 0 -1000 0.9981 0 0.00476 neutral
1-1522545 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1522904 0 -1000 0.9981 0 0.00476 neutral
1-1522926 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1523013 0 -1000 0.9981 0 0.00476 neutral
1-1523247 0 -1000 0.9981 0 0.00476 neutral
1-1523504 0 -1000 0.9981 0 0.00476 neutral
1-1523968 0 -1000 0.9981 0 0.00476 neutral
1-1524393 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1524442 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1524452 0 -1000 0.9981 0 0.00476 neutral
1-1524508 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1524573 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1525014 0 -1000 0.9981 0 0.00476 neutral
1-1525023 0 -1000 0.9981 0 0.00476 neutral
1-1525171 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1525193 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1525194 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1525704 0 -1000 0.9981 0 0.00476 neutral
1-1527610 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1528153 0 -1000 0.9981 0 0.00476 neutral
1-1528480 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1528496 0 -1000 0.9981 0 0.00476 neutral
1-1528561 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1528701 0 -1000 0.9981 0 0.00476 neutral
1-1529641 0 -1000 0.9981 0 0.00476 neutral
1-1529797 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1529812 0 -1000 0.9981 0 0.00476 neutral
1-1530249 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1530263 0 -1000 0.9981 0 0.00476 neutral
1-1531581 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-1531906 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1531954 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1532012 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1532056 0 -1000 0.9981 0 0.00476 neutral
1-1532114 0 -1000 0.9981 0 0.00476 neutral
1-1532444 0 -1000 0.9981 0 0.00476 neutral
1-1532503 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1532800 0 -1000 0.9981 0 0.00476 neutral
1-1532872 0 -1000 0.9981 0 0.00476 neutral
1-1533129 0 -1000 0.9981 0 0.00476 neutral
1-1533240 0 -1000 0.9981 0 0.00476 neutral
1-1533354 0 -1000 0.9981 0 0.00476 neutral
1-1533486 0.0022002 -2.6566 0.3946 0.0041 0.004821 neutral
1-1534266 0 -1000 0.9981 0 0.00476 neutral
1-1534313 0 -1000 0.9981 0 0.00476 neutral
1-1534334 0.00010001 -3.9999 0.9969 2e-04 0.004763 neutral
1-1534367 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1534399 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1534600 0 -1000 0.9981 0 0.00476 neutral
1-1534868 0 -1000 0.9981 0 0.00476 neutral
1-1534947 0 -1000 0.9981 0 0.00476 neutral
1-1535140 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1535380 0 -1000 0.9981 0 0.00476 neutral
1-1535431 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1535977 0 -1000 0.9981 0 0.00476 neutral
1-1536447 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1536579 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1536653 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1536802 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1536999 0 -1000 0.9981 0 0.00476 neutral
1-1537330 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1537730 0 -1000 0.9981 0 0.00476 neutral
1-1537738 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1538724 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1538731 0 -1000 0.9981 0 0.00476 neutral
1-1538764 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-1539055 0 -1000 0.9981 0 0.00476 neutral
1-1539395 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-1539437 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-1539467 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1539506 0 -1000 0.9981 0 0.00476 neutral
1-1539820 0 -1000 0.9981 0 0.00476 neutral
1-1539888 0 -1000 0.9981 0 0.00476 neutral
1-1540045 0 -1000 0.9981 0 0.00476 neutral
